成员,时间,内容
Wang,2026-01-03 01:08:10,这几天珠海把我喂的好好
Wang,2026-01-03 01:08:25,弥补了我在澳门找不到食物的漏洞
Gao,2026-01-03 02:28:14,@Looking up at the starry sky
Gao,2026-01-03 02:28:16,真的
Gao,2026-01-03 02:28:18,要开学了
Gao,2026-01-03 02:28:32,我突然有点想接着多吃几次那家巴依老爷了
Gao,2026-01-03 02:29:01,好像这店就北京开
Evelyn,2026-01-03 08:36:39,[强]
Evelyn,2026-01-03 08:36:57,确实好吃
Chen,2026-01-03 08:54:20,出分了
Cheng,2026-01-03 08:59:41,有吗？
Chen,2026-01-03 08:59:59,我不行了
Chen,2026-01-03 09:00:02,我看到绩点变了
Chen,2026-01-03 09:00:08,结果查不到
Chen,2026-01-03 09:00:14,系统可能在更新
Cheng,2026-01-03 09:00:31,学分变了
Chen,2026-01-03 09:00:36,对
Kang,2026-01-03 09:01:15,2.0变2.23了[崩潰]
Kang,2026-01-03 09:01:38,我的心跳得好快
Chen,2026-01-03 09:01:40,估计等会能出来
Chen,2026-01-03 09:01:44,我做了一晚的噩梦了
Chen,2026-01-03 09:01:50,早上七点就行了
Chen,2026-01-03 09:01:52,刷不出来
Cheng,2026-01-03 09:01:56,我也做梦了
Chen,2026-01-03 09:02:02,我不行了
Chen,2026-01-03 09:02:21,我梦到我gpa降落到一个不可思议的地步
Chen,2026-01-03 09:02:33,然后我在那里勤恳的算到底怎么降的
Cheng,2026-01-03 09:03:30,出分艾特我
Cheng,2026-01-03 09:03:34,[裂开]
Chen,2026-01-03 09:03:39,hd
Xian,2026-01-03 09:04:08,怎么都起这么早
Xian,2026-01-03 09:04:13,我再睡会儿
Kang,2026-01-03 09:09:00,我自己醒的[崩潰]
Kang,2026-01-03 09:09:23,躺回去一点睡意都没有[崩潰]
Chen,2026-01-03 09:10:08,我也是
Xian,2026-01-03 09:10:21,我被我妹吵醒的
Xian,2026-01-03 09:10:46,她为了吵醒我，趴在门口
Xian,2026-01-03 09:10:56,唱“你想不想堆个雪人”
Wang,2026-01-03 09:11:19,卧槽
Wang,2026-01-03 09:11:22,怎么成绩没出
Wang,2026-01-03 09:11:24,GPA变了
Wang,2026-01-03 09:11:27,这可靠吗
Xian,2026-01-03 09:11:36,感觉不可靠
Wang,2026-01-03 09:11:45,我也觉得不可靠
Chen,2026-01-03 09:11:49,不可靠
Xian,2026-01-03 09:11:50,你想康康他这次考试，自己都说一塌糊涂了
Xian,2026-01-03 09:11:58,结果gpa反而上来了这么多
Chen,2026-01-03 09:12:20,我要寄了
Wang,2026-01-03 09:12:25,确实
Cheng,2026-01-03 09:12:26,嘘
Cheng,2026-01-03 09:12:33,沉默中
Xian,2026-01-03 09:12:56,事已至此
Xian,2026-01-03 09:13:07,来一把紧张刺激的第五人格吧
Chen,2026-01-03 09:13:16,来一把紧张刺激的第五人格吧
Chen,2026-01-03 09:13:28,我整个假期第一次七点起
Xian,2026-01-03 09:14:00,我记得我们8点钟得出发，要去什么地方来着
Xian,2026-01-03 09:14:08,现在怎么9点了
Xian,2026-01-03 09:14:17,我家外面没点动静
Cheng,2026-01-03 09:18:23,有了
Cheng,2026-01-03 09:18:38,出了
Xian,2026-01-03 09:20:06,好耶
Chen,2026-01-03 09:20:16,天
Wang,2026-01-03 09:20:46,卧槽
Cheng,2026-01-03 09:20:47,就是刚才没刷新grade的gpa啊
Wu,2026-01-03 09:20:48,好耶，过了
Wang,2026-01-03 09:20:50,这GPA是真的
Xian,2026-01-03 09:20:54,啊嘞嘞
Chen,2026-01-03 09:20:57,有一点点相似
Wang,2026-01-03 09:20:59,我是怎么考这么高的
Cheng,2026-01-03 09:21:14,王神
Wu,2026-01-03 09:21:18,不用重修，真好
Wang,2026-01-03 09:21:20,老己你真厉害
Xian,2026-01-03 09:21:32,@小米康 小骗子你不是说你崩了吗，怎么就上来了这么多
Xian,2026-01-03 09:21:35,老己你真厉害
Chen,2026-01-03 09:21:50,好牛
Chen,2026-01-03 09:22:08,后悔没好好学
Cheng,2026-01-03 09:22:08,我被wilson搞了啊
Wang,2026-01-03 09:22:10,司徒怎么这么好
Chen,2026-01-03 09:22:12,下学期一定好好学
Wang,2026-01-03 09:22:20,他还专门给我拔高了一个档
Xian,2026-01-03 09:22:31,司徒太好了
Wang,2026-01-03 09:22:39,这不是我以前认识的那个司徒
Cheng,2026-01-03 09:22:40,司徒没给我A
Xian,2026-01-03 09:22:45,我都在思考会不会重修了
Xian,2026-01-03 09:22:50,他给我提了好多分
Wang,2026-01-03 09:22:55,我考83
Wang,2026-01-03 09:22:59,他总成绩给我90
Wang,2026-01-03 09:23:09,爱你司徒
Xian,2026-01-03 09:23:14,爱你司徒
Xian,2026-01-03 09:23:25,我写的题目的分数加起来都没50
Chen,2026-01-03 09:23:27,司徒期末给好高
Xian,2026-01-03 09:23:28,他给我51
Chen,2026-01-03 09:23:34,PM给的也高
Evelyn,2026-01-03 09:23:44,我要申诉了
Wang,2026-01-03 09:23:58,我被心理搞了
Chen,2026-01-03 09:24:00,我也要申诉了
Evelyn,2026-01-03 09:24:03,为什么我平时成绩被降到35了
Chen,2026-01-03 09:24:07,？
Xian,2026-01-03 09:24:09,我pm好差
Cheng,2026-01-03 09:24:22,不给我A的都滚
Xian,2026-01-03 09:24:22,不过我心理考好了
Cheng,2026-01-03 09:24:35,杀杀杀
Chen,2026-01-03 09:25:25,杀杀杀
Chen,2026-01-03 09:25:32,总之混过半学期了
Cheng,2026-01-03 09:25:39,不大妙啊
Wang,2026-01-03 09:25:40,我网页开发是怎么考到这个分的
Cheng,2026-01-03 09:25:49,看来我不得不卷了
Chen,2026-01-03 09:26:02,卷
Chen,2026-01-03 09:26:49,我心理平时就不高
Chen,2026-01-03 09:26:51,不意外
Wang,2026-01-03 09:26:56,我也不意外
Xian,2026-01-03 09:27:03,我意外
Chen,2026-01-03 09:27:05,我期中
Cheng,2026-01-03 09:27:05,你们怎么都是超出预期
Chen,2026-01-03 09:27:09,有两道题改错了
Cheng,2026-01-03 09:27:19,只有我不在预期内吗？
Chen,2026-01-03 09:27:24,我的10分啊
Chen,2026-01-03 09:27:42,我也不在预期内
Evelyn,2026-01-03 09:28:08,你觉得我能在预期内吗
Chen,2026-01-03 09:28:21,这到底怎么回事
Wang,2026-01-03 09:28:32,打错成绩了肯定
Chen,2026-01-03 09:28:36,打错了
Evelyn,2026-01-03 09:28:43,人机接口平时分
Chen,2026-01-03 09:28:43,申诉
Chen,2026-01-03 09:28:48,这个应该不太难
Evelyn,2026-01-03 09:29:10,感觉兄弟像是想捞我给的35
Chen,2026-01-03 09:29:23,这太可怕了
Chen,2026-01-03 09:29:28,wilison有捞人吗
Chen,2026-01-03 09:29:30,我怎么看不出来
Cheng,2026-01-03 09:29:50,不提交电子版减半也不可能35啊
Chen,2026-01-03 09:30:04,不平时分不是那个表吗
Cheng,2026-01-03 09:30:05,呵呵
Cheng,2026-01-03 09:30:09,快退休吧
Chen,2026-01-03 09:30:15,已经出了吧
Chen,2026-01-03 09:30:19,不可能再改了吧
Chen,2026-01-03 09:30:29,应该就是按那个来的
Chen,2026-01-03 09:30:47,快去申下，这种常规错误应该不麻烦[流泪]
Chen,2026-01-03 09:30:51,绷不住了
Cheng,2026-01-03 09:30:59,草台班子
Bao,2026-01-03 09:31:26,孩子们，我被捞了
Cheng,2026-01-03 09:31:31,没有好感
Chen,2026-01-03 09:31:42,.
Chen,2026-01-03 09:32:25,真的要学了吧
Cheng,2026-01-03 09:32:26,鲍神
Cheng,2026-01-03 09:32:28,太强了
Chen,2026-01-03 09:32:30,大三下最后拉绩点的时候了
Wang,2026-01-03 09:32:31,你人机接口凭什么比我高
Chen,2026-01-03 09:32:34,大四就不看了
Cheng,2026-01-03 09:32:40,您能教教我怎么卷积 吗？
Chen,2026-01-03 09:32:47,您能教教我怎么卷积 吗？
Xian,2026-01-03 09:33:10,您能教教我怎么卷积 吗？
Chen,2026-01-03 09:33:25,我觉得我被辜负了
Wang,2026-01-03 09:33:38,在座的各位我能把我的GPA后背交给你们吗
Xian,2026-01-03 09:33:44,在座的各位我能把我的GPA后背交给你们吗
Chen,2026-01-03 09:33:47,在座的各位我能把我的GPA后背交给你们吗
Wang,2026-01-03 09:34:53,@cpp糕手&恋爱大师（国内） 你走开
Wang,2026-01-03 09:34:58,你无法获取我的GPA后背
Wang,2026-01-03 09:35:01,你已经跑路了
Cheng,2026-01-03 09:35:05,鲍神这都3.5了
Cheng,2026-01-03 09:35:41,我马上就不是3.5了
Chen,2026-01-03 09:36:50,悲伤像海绵里的水
Chen,2026-01-03 09:36:57,挤一挤总会有的
Cheng,2026-01-03 09:37:47,我的gpa缩水了
Cheng,2026-01-03 09:37:53,妈的
Cheng,2026-01-03 09:37:58,可恶可恶
Cheng,2026-01-03 09:38:07,陈神，您能带我卷积吗？
Chen,2026-01-03 09:38:09,实在是翻来覆去难以入眠
Cheng,2026-01-03 09:38:18,崔神，您能带我卷积吗？
Chen,2026-01-03 09:38:20,[流泪]
Wang,2026-01-03 09:38:24,我才睡了5个小时
Cheng,2026-01-03 09:38:26,鲍神，哦，你润了
Wang,2026-01-03 09:38:27,我要继续睡觉了孩子们
Chen,2026-01-03 09:38:28,我也是
Chen,2026-01-03 09:38:32,睡不着了
Chen,2026-01-03 09:38:38,您安
Cheng,2026-01-03 09:39:36,下学期课太少了
Cheng,2026-01-03 09:39:50,感觉提不动了啊
Cheng,2026-01-03 09:40:46,感觉已经尘埃落定了，gpa这一块
Chen,2026-01-03 09:41:45,我们有刷gpa的
Chen,2026-01-03 09:41:48,机制吗
Chen,2026-01-03 09:42:12,[苦涩]
Wang,2026-01-03 09:43:04,你能教教我怎么算GPA嘛
Kang,2026-01-03 09:43:12,过了就好[崩潰]过了就好
Chen,2026-01-03 09:43:27,恭喜
Wang,2026-01-03 09:43:54,不行了
Wang,2026-01-03 09:43:56,我要睡觉了
Cheng,2026-01-03 09:43:59,恭喜恭喜
Wang,2026-01-03 09:44:13,我要去做春秋大梦了
Cheng,2026-01-03 09:44:19,王哥，您是不是港五稳了？
Wang,2026-01-03 09:44:20,程哥下学期带我4.0
Chen,2026-01-03 09:44:34,程哥下学期带我4.0
Wang,2026-01-03 09:44:37,港五不知道
Wang,2026-01-03 09:44:41,奥克兰应该没问题了
Chen,2026-01-03 09:44:49,能
Xian,2026-01-03 09:44:51,程哥下学期带我4.0
Chen,2026-01-03 09:44:53,你别走了
Cheng,2026-01-03 09:45:13,都去艾特谢神，让他带我们大项目4.0
Xian,2026-01-03 09:47:07,是的宝宝
Cheng,2026-01-03 09:48:08,你就在寒风中吃肠粉吧
Wang,2026-01-03 09:48:15,我怕程哥误会
Wang,2026-01-03 09:48:28,程哥我和鲍神是清白的
Cheng,2026-01-03 09:50:26,王哥，你我之间，无需多言
Chen,2026-01-03 09:51:46,那我呢
Xian,2026-01-03 09:51:54,那我呢
Chen,2026-01-03 09:51:55,捡一口
Wang,2026-01-03 09:52:01,下学期我将发挥我超级身体
Wang,2026-01-03 09:52:04,体育直接拿下
Xian,2026-01-03 09:52:08,减一口
Xian,2026-01-03 09:52:12,下学期我将发挥我超级身体
Xian,2026-01-03 09:52:14,体育直接拿下
Xian,2026-01-03 09:52:20,我的超级大脑告诉我
Xian,2026-01-03 09:52:33,我该动用我的超级力量了
Chen,2026-01-03 09:53:34,我不行了
Chen,2026-01-03 09:53:39,为什么我没选体育
Chen,2026-01-03 09:53:45,还可以和大家一起打球击剑
Chen,2026-01-03 09:53:51,虽然我没有运动才能
Bao,2026-01-03 09:53:56,为什么不来韩国
Bao,2026-01-03 09:53:59,我也没有
Cheng,2026-01-03 09:54:45,有了super body，就不需要super brain
Bao,2026-01-03 09:55:37,你们是不是都在扮猪吃老虎？
Bao,2026-01-03 09:56:12,你们都是绫小路？
Bao,2026-01-03 09:56:26,就我是多拉贡boy？
Cheng,2026-01-03 09:56:50,谁是我的Alice？
Cheng,2026-01-03 09:56:57,我的Alice呢？
Cheng,2026-01-03 09:57:11,我的椎名呢
Wang,2026-01-03 09:57:13,我是绫小路
Wang,2026-01-03 09:57:17,不对
Wang,2026-01-03 09:57:19,绫小路是我
Bao,2026-01-03 09:58:58,哦对
Bao,2026-01-03 09:59:10,交换可能是唯一可以刷绩的机制
Bao,2026-01-03 09:59:19,交换可以多选学分转过来
Cheng,2026-01-03 09:59:50,双成绩单
Bao,2026-01-03 10:00:09,计入本校GPA的
Cheng,2026-01-03 10:00:45,你觉得大四有吗？
Cheng,2026-01-03 10:01:00,大四不允许参加交流的
Bao,2026-01-03 10:01:17,所以大三去嘿嘿
Kang,2026-01-03 10:01:18,啊
Bao,2026-01-03 10:01:21,都不跟我去韩国
Bao,2026-01-03 10:01:25,活该喵
Chen,2026-01-03 10:02:29,嗷嗷
Chen,2026-01-03 10:02:31,后悔
Chen,2026-01-03 10:02:43,鲍大人我将追随你而去
Kang,2026-01-03 10:02:57,韩国全是年糕[崩潰]
Bao,2026-01-03 10:03:13,哼哼
Bao,2026-01-03 10:03:25,知道群主的手段了吧喵
Bao,2026-01-03 10:04:44,得意ing
Cheng,2026-01-03 10:04:47,穿越回小学了
Bao,2026-01-03 10:05:42,早餐店放funk和phonk
Bao,2026-01-03 10:05:47,这么潮的吗
Bao,2026-01-03 10:14:17,孩子们，我好像有点迷路
Bao,2026-01-03 10:14:46,哦吼我找到了
Cheng,2026-01-03 10:16:19,我好失败
Xian,2026-01-03 10:18:46,我好失败
Bao,2026-01-03 10:21:21,某人GPA没掉
Bao,2026-01-03 10:21:29,不知道在起哄什么
Wang,2026-01-03 10:23:21,我已经准备去奥克兰了
Wang,2026-01-03 10:23:30,我是奥克兰地头蛇
Cheng,2026-01-03 10:24:04,是你吗？
Cheng,2026-01-03 10:24:13,gpa飞速提升的大神
Wang,2026-01-03 10:24:41,我早就已经是kiwi了
Cheng,2026-01-03 10:24:55,不是我
Cheng,2026-01-03 10:24:56,？
Cheng,2026-01-03 10:25:05,你就在香港好好地生存吧
Wang,2026-01-03 10:30:50,我要挤20平米老破小出租屋了吗
Wang,2026-01-03 10:30:53,😭
Bao,2026-01-03 10:36:23,王哥不会3.5了吧
Xian,2026-01-03 10:36:30,王哥不会3.5了吧
Wang,2026-01-03 10:37:58,我已经3.7了
Wang,2026-01-03 10:38:12,我要冲藤校了
Bao,2026-01-03 10:39:08,你冲藤校？
Bao,2026-01-03 10:39:15,别逗你鲍哥笑了
Wang,2026-01-03 10:39:53,不对
Wang,2026-01-03 10:40:02,藤校已经保底了
Bao,2026-01-03 10:40:21,人怎么能这么没有自知之明
Wang,2026-01-03 10:40:36,保守了
Wang,2026-01-03 10:40:39,我已经4.0了
Wang,2026-01-03 10:40:41,理工第一人
Bao,2026-01-03 10:40:48,what's this
Wang,2026-01-03 10:40:48,你说这GPA
Wang,2026-01-03 10:40:52,多高才算高啊
Bao,2026-01-03 10:40:54,理工还真有3.9
Bao,2026-01-03 10:40:57,只不过不是你
Wang,2026-01-03 10:41:04,那个人不是去NTU了吗
Wang,2026-01-03 10:41:07,真难绷吧
Bao,2026-01-03 10:41:08,没有啊
Bao,2026-01-03 10:41:15,我说电脑的3.9
Cheng,2026-01-03 10:41:15,我知道群里谁最高
Wang,2026-01-03 10:41:18,哦
Wang,2026-01-03 10:41:34,是程哥
Wang,2026-01-03 10:41:41,程哥已经拿下了
Bao,2026-01-03 10:41:41,我给你at群里GPA最高的
Bao,2026-01-03 10:41:44,@离离原上草
Bao,2026-01-03 10:41:48,是你吗弦哥
Wang,2026-01-03 10:42:00,为什么微信不能@自己
Bao,2026-01-03 10:42:10,你太丑了
Cheng,2026-01-03 10:42:11,@群之共主 top student
Bao,2026-01-03 10:42:29,不要再说top student了，java guy
Cheng,2026-01-03 10:42:51,蛤？
Cheng,2026-01-03 10:42:54,sorry
Cheng,2026-01-03 10:43:04,jdk已经木大了
Bao,2026-01-03 10:43:11,现在是golang的时代
Bao,2026-01-03 10:43:18,java是什么？
Bao,2026-01-03 10:43:39,这是什么
Bao,2026-01-03 10:43:53,纳里阔略
Xian,2026-01-03 10:44:01,我gpa+1都不一定比你高
Wang,2026-01-03 10:44:01,不就是项目吗
Wang,2026-01-03 10:44:11,那还是不至于
Wang,2026-01-03 10:44:27,老鲍gpa+1差不多是我的水平
Wang,2026-01-03 10:44:43,我已经溢出了
Bao,2026-01-03 10:44:46,看来还没睡醒
Cheng,2026-01-03 10:44:47,老鲍gpa+0.1差不多是我的水平
Bao,2026-01-03 10:44:57,那还真是
Bao,2026-01-03 10:44:58,卷王
Wang,2026-01-03 10:45:05,程哥
Wang,2026-01-03 10:45:10,你能教教我怎么卷绩吗
Chen,2026-01-03 10:45:16,程哥
Chen,2026-01-03 10:45:18,你能教教我怎么卷绩吗
Bao,2026-01-03 10:45:30,陈大小姐
Bao,2026-01-03 10:45:31,你能教教我怎么卷绩吗
Chen,2026-01-03 10:46:12,不敢当啊
Cheng,2026-01-03 10:46:15,别怕，孩子们，我给你们艾特一个gpa最高的大神 @石墨烯
Cheng,2026-01-03 10:46:25,陈神，带我卷一手吧
Chen,2026-01-03 10:46:46,冲
Bao,2026-01-03 10:46:56,我的GPA+0.2才够呛够到大小姐
Chen,2026-01-03 10:47:09,不我这学期要gg了
Bao,2026-01-03 10:47:19,你这个学期怎么要gg了
Chen,2026-01-03 10:47:25,我没有被捞
Bao,2026-01-03 10:47:26,这个学期不是往上涨吗
Chen,2026-01-03 10:47:31,但是也没有被捞
Chen,2026-01-03 10:47:36,我被世界抛弃了
Chen,2026-01-03 10:47:46,我最信任的背叛了我
Bao,2026-01-03 10:47:50,你冲出世界线了吗
Cheng,2026-01-03 10:47:57,陈神又涨了？
Bao,2026-01-03 10:48:04,哪个背叛了你
Bao,2026-01-03 10:48:08,web吗
Cheng,2026-01-03 10:48:09,我都不敢想象您的成绩了
Chen,2026-01-03 10:48:13,科学传播
Bao,2026-01-03 10:48:18,ohno
Bao,2026-01-03 10:48:24,我本来以为能a的
Bao,2026-01-03 10:48:27,没想到就a-
Chen,2026-01-03 10:48:34,[苦涩]
Bao,2026-01-03 10:48:53,这个世界对我太坏了
Bao,2026-01-03 10:49:08,我要跟重力较较劲了
Bao,2026-01-03 10:49:22,😋
Wang,2026-01-03 10:50:02,不行啊鲍神
Wang,2026-01-03 10:50:10,你不是paper大佬吗
Bao,2026-01-03 10:50:15,我是废物
Bao,2026-01-03 10:50:18,别骂我了
Chen,2026-01-03 10:50:19,对啊
Chen,2026-01-03 10:50:23,paper佬
Chen,2026-01-03 10:50:27,巨
Bao,2026-01-03 10:50:29,我不是我没有
Bao,2026-01-03 10:50:38,你怎么了
Chen,2026-01-03 10:50:41,我除了应试一无所有
Bao,2026-01-03 10:50:44,昨天的你还不是这样的
Bao,2026-01-03 10:50:54,是GPA毁了你
Chen,2026-01-03 10:51:02,今天终于意识到鲍老师要走了开始珍惜了
Chen,2026-01-03 10:51:04,珍惜群主
Cheng,2026-01-03 10:51:17,终于走了
Cheng,2026-01-03 10:51:19,我宣布
Cheng,2026-01-03 10:51:21,我是群主
Bao,2026-01-03 10:51:44,你宣布个蛋
Bao,2026-01-03 10:51:53,回去跟你小女友聊天去
Bao,2026-01-03 10:52:04,我这个位置高处不胜寒
Cheng,2026-01-03 10:52:05,呃呃
Bao,2026-01-03 10:52:12,岂是你们可以染指的
Bao,2026-01-03 10:52:19,面壁者懂不懂
Wang,2026-01-03 10:52:35,我现在为什么很困但是睡不着
Wang,2026-01-03 10:52:44,下午回澳门慢慢睡
Chen,2026-01-03 10:52:46,因为你对这个群爱的深沉
Wang,2026-01-03 10:52:56,程哥你的蛋白粉什么时候来拿🫰
Bao,2026-01-03 10:52:58,因为你的港五没了
Bao,2026-01-03 10:53:06,那是我的
Bao,2026-01-03 10:53:34,我去上吧，你的EIE就让我来继承
Bao,2026-01-03 10:53:39,你去浸会就可以了
Wang,2026-01-03 10:53:40,那是我们程哥的
Wang,2026-01-03 10:53:49,我要去奥克兰了
Wang,2026-01-03 10:53:56,和我程哥一起闯出一片天地
Cheng,2026-01-03 10:53:59,确实
Xian,2026-01-03 10:54:03,我要去天国了
Bao,2026-01-03 10:54:06,程哥他要害你啊
Xian,2026-01-03 10:54:12,提前为你们开辟道路
Bao,2026-01-03 10:54:20,他早跟那小女友密谋好了
Wang,2026-01-03 10:54:27,？
Bao,2026-01-03 10:54:29,要骗你至新西兰啊口牙
Wang,2026-01-03 10:54:45,不是不去
Wang,2026-01-03 10:54:50,是缓去
Xian,2026-01-03 10:54:57,是要把你打跪到地，变成奴隶口呀
Wang,2026-01-03 10:54:57,有条理的去
Wang,2026-01-03 10:55:09,先去带动后去
Wang,2026-01-03 10:55:26,程哥先打下根基我去我们不直接双剑合璧了吗
Cheng,2026-01-03 10:56:20,我去港校吧
Cheng,2026-01-03 10:56:31,会不会挤占王哥生态位
Wang,2026-01-03 10:58:13,如果是程哥的话我是ok的🫰
Cheng,2026-01-03 11:10:08,期末考了42有规定说是要补考吗？
Xian,2026-01-03 11:10:43,没吧
Xian,2026-01-03 11:10:55,不是总分低于50吗
Cheng,2026-01-03 11:14:44,ok
Gao,2026-01-03 11:16:24,好好好
Gao,2026-01-03 11:16:31,Wilson太行了
Cheng,2026-01-03 11:17:00,怎么啦，高先生
Gao,2026-01-03 11:17:21,意料之中但是Wilson怎么这么cs啊
Cheng,2026-01-03 11:17:56,细说
Cheng,2026-01-03 11:18:02,有多cs
Gao,2026-01-03 11:18:30,就是想起了
Gao,2026-01-03 11:18:36,Wilson这个cs的作业
Xian,2026-01-03 11:37:46,原来白菜这么大一颗
Gao,2026-01-03 11:38:53,来了
Gao,2026-01-03 11:38:54,来了
Wang,2026-01-03 11:39:35,崔姐估计除了wilson打错的hci
Wang,2026-01-03 11:39:39,其他课已经拿下了
Wang,2026-01-03 11:39:43,开始对比了
Gao,2026-01-03 11:39:43,哭了
Gao,2026-01-03 11:39:47,澳洲也要没得去了
Gao,2026-01-03 11:39:51,是我干的
Wang,2026-01-03 11:39:59,何出此言
Wang,2026-01-03 11:40:03,澳洲一定有一席之地的
Gao,2026-01-03 11:40:39,怎么是gap
Wang,2026-01-03 11:40:41,一年
Bao,2026-01-03 11:41:11,我丢
Wang,2026-01-03 11:41:24,也有可能是悉尼大学
Gao,2026-01-03 11:41:59,大神这块
Gao,2026-01-03 11:42:08,每次到出成绩的时候我都要被踩头了
Gao,2026-01-03 11:42:18,就是不知道pm的group project给了多少
Bao,2026-01-03 11:42:32,看我
Bao,2026-01-03 11:42:58,我平时分76.1
Bao,2026-01-03 11:43:06,期中74.5吧好像
Gao,2026-01-03 11:44:02,那是多少
Bao,2026-01-03 11:44:17,按比例算一下呀
Wang,2026-01-03 11:46:09,崔姐拿下了啊
Wang,2026-01-03 11:46:13,这学期杀疯了啊
Cheng,2026-01-03 11:46:28,崔姐挺高的应该
Bao,2026-01-03 11:46:30,下个学期接着杀
Cheng,2026-01-03 11:46:35,hci没问题的话
Gao,2026-01-03 11:46:36,你知道吗
Bao,2026-01-03 11:46:39,估计全4.0了
Gao,2026-01-03 11:46:44,pm在canvas里消失了
Bao,2026-01-03 11:46:48,应该已经上3.5了
Wang,2026-01-03 11:46:56,98
Wang,2026-01-03 11:46:59,我都想象不出来
Bao,2026-01-03 11:47:06,什么98？
Wang,2026-01-03 11:47:12,有一门
Bao,2026-01-03 11:47:31,夸张捏
Bao,2026-01-03 11:47:42,但是我还有99和100
Gao,2026-01-03 11:47:52,崔女士已经宣布了她的GPA
Bao,2026-01-03 11:48:20,卷王之王
Wang,2026-01-03 11:48:54,一眼看下去全是A
